"","Code","Economy","Year","OPP","PC","FAIL","EI","TEA","OWN","EMPL","MOT","FMTEA","FMOD","JOB","INNOV","BSER","STAT","CHOI"
"1",1,"United States",2023,53.81,48.99,44.55,12.09,14.71,6.74,NA,NA,0.84,NA,28.8,NA,20.42,78.94,79.21
"2",27,"South Africa",2023,64.1,69.21,59.51,7.45,11.11,5.92,NA,NA,0.76,NA,21.42,NA,3.57,85.51,78.46
"3",30,"Greece",2023,45.29,53.76,53.16,9.1,6.74,14.7,NA,NA,0.79,NA,12.12,NA,22.53,69.76,72.9
"4",31,"Netherlands",2023,67.37,46.01,40.29,16.02,13.69,6.92,NA,NA,0.8,NA,15.13,NA,23.65,NA,NA
"5",33,"France",2023,50.86,49.51,40.08,13.41,10.75,4.56,NA,NA,0.72,NA,23.17,NA,32.58,51.76,65.41
"6",34,"Spain",2023,30.65,53.18,46.22,9.63,6.79,6.73,NA,NA,0.81,NA,10.07,NA,34.48,52.97,44.29
"7",36,"Hungary",2023,28.22,38.29,34.41,8.16,9.88,7.38,NA,NA,0.56,NA,16.5,NA,25.42,65.59,64.01
"8",39,"Italy",2023,33.75,50.85,48.48,10.39,8.33,7.75,NA,NA,0.61,NA,16.74,NA,28.06,64.33,67.33
"9",40,"Romania",2023,55.67,52.62,58.07,5.79,5.85,5.09,NA,NA,0.71,NA,25.88,NA,13.6,80.35,77.49
"10",41,"Switzerland",2023,52.49,44.89,36.35,9.96,10.29,5.83,NA,NA,0.9,NA,14.4,NA,42.57,74.89,38.39
"11",44,"United Kingdom",2023,47.18,52.83,53.2,11.16,11.76,6.26,NA,NA,0.78,NA,25.15,NA,28.1,84.33,67.28
"12",46,"Sweden",2023,68.96,47.19,43.41,10.72,9.25,5.46,299,NA,0.65,NA,16.35,NA,30.75,77.2,61.28
"13",47,"Norway",2023,68,54.56,43.06,9.34,6.92,7.56,NA,NA,0.56,NA,23.17,NA,33.93,84.73,57.4
"14",48,"Poland",2023,73.64,48.04,52.25,2.6,2.59,11.64,NA,NA,0.85,NA,14.49,NA,21.74,63.22,43
"15",49,"Germany",2023,41.43,42.15,38.62,7.68,7.69,4.1,NA,NA,0.64,NA,21.16,NA,31.65,77.5,51.05
"16",52,"Mexico",2023,61.52,69.19,46.11,24.55,16.84,3.17,NA,NA,0.91,NA,30.71,NA,7.58,63.8,65.23
"17",55,"Brazil",2023,65.37,65.89,46.9,48.71,18.62,11.87,NA,NA,0.64,NA,31.36,NA,17.27,NA,NA
"18",56,"Chile",2023,59.42,75.67,40.92,53.11,NA,5.29,NA,NA,0.94,NA,32.87,NA,15.81,65.65,71.12
"19",57,"Colombia",2023,59.96,72.24,34.93,18.52,23.57,3.35,NA,NA,1.26,NA,21.6,NA,3.95,52.98,55.56
"20",58,"Venezuela",2023,65.83,84.07,169,49.58,22.67,4.47,NA,NA,0.89,NA,20.88,NA,4.13,NA,NA
"21",66,"Thailand",2023,79.43,76.48,48,30.15,23.62,11.8,NA,NA,1.08,NA,32.28,NA,4.29,90.05,90.98
"22",82,"South Korea",2023,37.87,55.42,26.77,24.88,10.23,19.71,NA,NA,0.61,NA,15.59,NA,15.93,90.28,57.15
"23",86,"China",2023,69.21,55.77,64.54,5.58,6.82,4.17,NA,NA,1.16,NA,17.6,NA,8.78,89.87,79.56
"24",91,"India",2023,82.51,81.6,62.82,19.47,12,12.43,NA,NA,0.64,NA,8.42,NA,2.29,91.23,87.68
"25",98,"Iran",2023,26.54,60.94,23.79,17.65,9.75,9.84,NA,NA,0.82,NA,20.13,NA,22.47,86.06,48.4
"26",101,"Canada",2023,62.57,56.66,54.61,14.26,19.76,7.77,NA,NA,0.63,NA,24.8,NA,29.64,79.57,70.23
"27",212,"Morocco",2023,70.73,68.17,32.62,23.44,6.29,6.84,NA,NA,0.56,NA,16.98,NA,4.39,82.21,83.02
"28",352,"Luxembourg",2023,49.31,50.21,47.29,12.61,9.67,4.2,NA,NA,0.82,NA,24.92,NA,28.91,NA,NA
"29",357,"Cyprus",2023,39.81,60.54,53.28,21.28,11.04,8.16,NA,NA,0.52,NA,-6,NA,25.09,71.7,76.64
"30",370,"Lithuania",2023,61.24,57.14,34.62,11.71,6.68,14.55,NA,NA,1.19,NA,16.63,NA,30.03,64.82,78.53
"31",371,"Latvia",2023,42.99,52.39,46.96,17.91,14.34,10.66,NA,NA,0.74,NA,29.55,NA,21.79,60.95,54.12
"32",372,"Estonia",2023,49.48,46.82,40.86,14.89,13.09,7.88,NA,NA,0.61,NA,16.35,NA,22.9,71.33,55.7
"33",385,"Croatia",2023,64.09,73.6,45.9,21.64,13.15,5.19,NA,NA,0.6,NA,20.32,NA,33.47,56.91,62.73
"34",386,"Slovenia",2023,50.23,62.84,44.23,15.4,7.07,8.84,NA,NA,0.55,NA,18.29,NA,31.22,86.18,66.86
"35",421,"Slovakia",2023,32.86,50.74,48.13,9.87,10.75,3.97,NA,NA,0.71,NA,38.32,NA,31.38,60.15,43.64
"36",502,"Guatemala",2023,71.85,78.89,41.28,44.16,NA,13.2,NA,NA,0.8,NA,25.67,NA,4.14,79.68,93.85
"37",507,"Panama",2023,52.46,76.59,41.38,43.92,NA,5.08,NA,NA,0.84,NA,28.23,NA,11.25,71.02,68.41
"38",593,"Ecuador",2023,54.28,75.15,31.73,57.42,NA,23.98,NA,NA,1.04,NA,5.85,NA,3.71,54.39,56.61
"39",598,"Uruguay",2023,58.26,69.83,51.68,35.8,26.24,7.32,NA,NA,0.83,NA,24.13,NA,8.91,64.08,64.28
"40",787,"Puerto Rico",2023,63.32,71.39,42.69,26.96,22.3,6.02,NA,NA,0.8,NA,35.19,NA,20.95,61.57,71.73
"41",962,"Jordan",2023,47.65,73.22,52.13,46.97,15.7,7.2,NA,NA,0.54,NA,14.28,NA,7.21,86.33,78.09
"42",966,"Saudi Arabia",2023,93.21,90.82,60.81,38.47,25.34,13.59,NA,NA,0.85,NA,29.46,NA,4.41,95.36,95.72
"43",968,"Oman",2023,68.74,72.87,38.05,66.05,10.64,3.18,NA,NA,0.63,NA,13.26,NA,7.71,83.84,78.1
"44",972,"Israel",2023,47.15,36.86,40.85,15.14,8.74,3.49,NA,NA,0.78,NA,17.15,NA,36.25,86.71,64.12
"45",974,"Qatar",2023,68.68,68.02,42.67,47.4,14.26,4.41,NA,NA,0.95,NA,57.63,NA,18.96,90.28,82.2
"46",1,"United States",2022,46.01,66.8,43.06,13.58,19.19,9.18,NA,NA,0.89,NA,24.36,NA,22.27,79.86,75.9
"47",20,"Egypt",2022,63.71,62.76,50.64,47.26,6.62,2.6,NA,NA,0.39,NA,25.53,NA,7.43,78.31,71.24
"48",27,"South Africa",2022,61.31,63.73,59.44,5.98,8.47,1.84,NA,NA,0.86,NA,21.04,NA,7.86,79.84,79.77
"49",30,"Greece",2022,36.35,53.77,49.47,8.28,4.85,13.34,NA,NA,0.55,NA,19.93,NA,17.35,72,72.01
"50",31,"Netherlands",2022,61.62,42.19,33.76,16.2,12.45,6.8,NA,NA,0.62,NA,20.44,NA,30.8,NA,NA
"51",33,"France",2022,52.36,49.77,40.97,15.75,9.16,2.94,NA,NA,0.65,NA,26.73,NA,33.91,55.43,67.76
"52",34,"Spain",2022,26.03,46.52,50.85,8.27,5.96,7.01,NA,NA,0.99,NA,10.15,NA,38.46,55.44,47.01
"53",36,"Hungary",2022,27.23,36.83,34.01,8.69,9.88,6.94,NA,NA,0.66,NA,17.61,NA,26.6,63.16,64
"54",40,"Romania",2022,63.75,62.68,55.69,6.38,8.25,8.61,NA,NA,0.66,NA,23.9,NA,21.21,84.56,81.74
"55",41,"Switzerland",2022,46.95,47.56,32.28,10.5,7.37,8.23,NA,NA,0.76,NA,11.49,NA,38.37,74.07,38.26
"56",43,"Austria",2022,49.49,53.19,37.9,5.42,6.79,8.34,NA,NA,0.82,NA,15.75,NA,34.67,78.12,49.18
"57",44,"United Kingdom",2022,44.35,53.49,52.89,10.87,12.89,6.84,NA,NA,0.71,NA,19.52,NA,34.04,82.48,71.65
"58",46,"Sweden",2022,76.72,49.42,41.47,13.66,9.09,4.79,NA,NA,0.65,NA,14.58,NA,33.1,NA,NA
"59",47,"Norway",2022,73.56,49.22,41.02,5.47,6.47,5.56,NA,NA,0.55,NA,22.75,NA,38.72,88.53,67.19
"60",48,"Poland",2022,72.26,47.79,53.14,2.5,1.56,9.79,NA,NA,1.08,NA,16.96,NA,19.53,63.77,41.89
"61",49,"Germany",2022,39.52,36.18,44.27,6.48,9.09,3.58,NA,NA,0.65,NA,12.94,NA,29.9,79.78,61.2
"62",52,"Mexico",2022,56.36,67.11,45.48,17.51,12.9,1.58,NA,NA,0.88,NA,24.29,NA,5.26,60.15,60.02
"63",55,"Brazil",2022,67.87,69.16,48.95,53,20.03,10.37,NA,NA,0.75,NA,31.72,NA,19.81,NA,NA
"64",56,"Chile",2022,50.5,70.09,44.9,46.09,27.01,7.32,NA,NA,0.87,NA,29.55,NA,16.86,65.4,79.84
"65",57,"Colombia",2022,53.44,66.56,38.49,21.23,NA,5.06,NA,NA,0.87,NA,27.08,NA,8.15,61.64,56.17
"66",58,"Venezuela",2022,63.69,83.24,33.4,29.43,15.94,2.57,NA,NA,0.89,NA,13.15,NA,4.91,NA,NA
"67",62,"Indonesia",2022,87.23,75.45,36.81,33.26,8.07,5.69,NA,NA,1.3,NA,16.3,NA,2.26,83.72,76.25
"68",81,"Japan",2022,12.7,14.89,50.94,5.05,6.35,6.34,NA,NA,0.39,NA,18.01,NA,41.69,60.39,23.75
"69",82,"South Korea",2022,41.03,54.81,18.29,23.88,11.9,19.9,NA,NA,0.56,NA,33.19,NA,15.38,90.13,58.9
"70",86,"China",2022,56.48,54.36,56.69,6.39,5.98,3.18,NA,NA,0.72,NA,20.34,NA,8.52,84.41,72.14
"71",91,"India",2022,75.45,78.08,53.97,20.08,11.52,9.04,NA,NA,0.98,NA,14.99,NA,4.79,90.52,82.46
"72",98,"Iran",2022,51.29,54.23,30.92,27.45,16.44,10.77,NA,NA,0.7,NA,33.41,NA,17.48,89.25,52.97
"73",101,"Canada",2022,58.84,55.4,51.76,14.21,16.53,6.21,NA,NA,0.81,NA,18.94,NA,33.75,79.66,68.74
"74",212,"Morocco",2022,62.49,63.33,44.44,37.25,4.24,4.12,NA,NA,0.58,NA,27.42,NA,11.75,85.56,80.39
"75",216,"Tunisia",2022,61.8,78.62,42.59,50.67,17.14,10.04,NA,NA,0.75,NA,21.71,NA,6.85,83.72,80.65
"76",228,"Togo",2022,77.16,87.51,40.58,52.28,24.1,17.97,NA,NA,1.12,NA,16.58,NA,3.27,88.39,85.13
"77",352,"Luxembourg",2022,52.38,50.04,44.13,14.04,7,5.28,NA,NA,0.63,NA,39.01,NA,40.3,NA,NA
"78",357,"Cyprus",2022,26.78,52.66,51.74,18.3,8.32,5.73,NA,NA,0.42,NA,32.45,NA,27.06,71.7,77.33
"79",370,"Lithuania",2022,40.38,49.78,46.22,15.1,12.73,8.28,NA,NA,0.54,NA,25.34,NA,20.01,62.76,69.62
"80",371,"Latvia",2022,34.56,53.88,36.73,17.62,14.2,12.34,NA,NA,0.6,NA,24.96,NA,28.53,58.06,53.18
"81",381,"Serbia",2022,37.76,66.13,41.34,12.41,10.48,2.94,NA,NA,0.43,NA,12.32,NA,13.58,81.41,74.94
"82",385,"Croatia",2022,60.02,73.61,48.58,19.54,13.23,3.4,NA,NA,0.56,NA,25.65,NA,32.71,54.83,63.04
"83",386,"Slovenia",2022,54.96,62.81,50.21,15.31,8.03,8.09,NA,NA,0.55,NA,15.62,NA,35.71,88.62,72.63
"84",421,"Slovakia",2022,29.37,42.85,134,8.56,10.73,6.56,NA,NA,0.8,NA,6.17,NA,22.58,64.54,50.6
"85",502,"Guatemala",2022,68.27,77.53,43.19,46.54,NA,11.55,NA,NA,0.92,NA,29.2,NA,5.4,80.79,94.41
"86",507,"Panama",2022,53.38,76.66,132,53.01,NA,5.84,NA,NA,0.79,NA,40.14,NA,11.47,69.33,66.96
"87",598,"Uruguay",2022,58.2,69.13,46.66,32.69,26.3,6.36,NA,NA,0.83,NA,24.29,NA,16.11,66.73,61.67
"88",787,"Puerto Rico",2022,64.08,68.88,45.18,26.29,20.04,5.61,NA,NA,0.8,NA,31.2,NA,22.4,NA,NA
"89",886,"Taiwan",2022,46.81,39.94,42.91,15.15,5.56,9.02,NA,NA,0.62,NA,36.92,NA,13.55,57.97,48.25
"90",966,"Saudi Arabia",2022,89.5,88.13,63.34,31.75,19.24,9.73,NA,NA,0.74,NA,23.54,NA,4.22,96.73,94.85
"91",968,"Oman",2022,75.66,57.63,33.25,44.3,11.67,4.08,NA,NA,0.98,NA,14.84,NA,14.43,76.23,75.06
"92",971,"United Arab Emirates",2022,72.16,71.66,39.18,44.46,25.52,4.53,NA,NA,0.71,NA,76.74,NA,19.5,87.02,82.8
"93",972,"Israel",2022,46.75,35.41,44.04,12.31,8.69,3.45,NA,NA,0.67,NA,19.58,NA,42.73,81.34,65.34
"94",974,"Qatar",2022,80.97,64.05,43,43.61,10.7,3.86,NA,NA,1.04,NA,58.36,NA,27.47,88.11,79.61
"95",1,"United States",2021,63.15,64.55,42.56,14.84,16.52,8.85,5.73,NA,0.85,NA,28.11,NA,32.59,80.38,76.23
"96",7,"Russia",2021,33.5,34.51,48.24,9.68,8.32,3.42,0.05,NA,0.65,NA,40.43,NA,15.44,69.79,71.85
"97",20,"Egypt",2021,73.24,65.79,53.03,55.29,9.21,3.56,NA,NA,0.45,NA,35.08,NA,6.71,81.96,75.63
"98",27,"South Africa",2021,57.88,69.69,53.03,19.96,17.49,5.17,2.07,NA,0.86,NA,30.48,NA,8.75,81.92,81.82
"99",30,"Greece",2021,48.63,53.1,51.46,9.58,5.53,14.68,2.57,NA,0.71,NA,17.41,NA,17.32,64.11,64.79
"100",31,"Netherlands",2021,69.93,45.41,36.83,17.58,14.21,6.37,3.63,NA,0.84,NA,25.31,NA,26.78,NA,NA
"101",33,"France",2021,52.13,48.61,44.08,14.46,7.7,3.56,3.69,NA,0.84,NA,23.31,NA,35.86,55.41,68.5
"102",34,"Spain",2021,30.02,49.75,51.03,7.73,5.52,7.17,2.94,NA,1.04,NA,11.2,NA,34.1,60.7,49.98
"103",36,"Hungary",2021,36.54,36,33.72,8.07,9.75,8.36,3.54,NA,0.62,NA,11.85,NA,16.9,64.45,64.2
"104",39,"Italy",2021,34.67,44.7,45.28,9.36,4.83,4.47,5.41,NA,0.56,NA,21.19,NA,36.94,56.32,61.1
"105",40,"Romania",2021,49.13,50.02,48.25,9.72,9.68,4.1,2.52,NA,0.98,NA,16.11,NA,14.64,72.25,67.78
"106",41,"Switzerland",2021,54.71,49.57,30.43,13.4,9.8,7.1,9.07,NA,0.59,NA,22.75,NA,42.2,75.79,40.46
"107",44,"United Kingdom",2021,61.22,51.05,51.84,9.28,12.58,5.29,4.16,NA,0.77,NA,18.95,NA,34.51,83.48,70.4
"108",46,"Sweden",2021,79.61,49.9,43.64,13.1,8.97,4.29,5.66,NA,0.51,NA,8.93,NA,34.08,NA,NA
"109",47,"Norway",2021,74.31,41.95,38.25,4.89,3.09,3.53,1.79,NA,0.4,NA,21.42,NA,32.61,NA,NA
"110",48,"Poland",2021,72.54,60.13,43.48,2.85,2,11.06,1.06,NA,0.7,NA,20.6,NA,21.52,66.35,54.7
"111",49,"Germany",2021,48.17,37.13,37.93,5.76,6.91,4.95,3.86,NA,0.63,NA,14.31,NA,28.98,82.65,50.64
"112",55,"Brazil",2021,54.8,66.72,45.06,53,20.98,9.95,6.11,NA,0.8,NA,30.72,NA,12.1,NA,NA
"113",56,"Chile",2021,59.75,70.72,46.78,50.29,NA,7.13,5.63,NA,0.73,NA,33.7,NA,16.29,NA,78.83
"114",57,"Colombia",2021,38.11,56.24,48.7,20.87,15.69,1.83,0.55,NA,0.81,NA,45.66,NA,17.03,61.9,52.21
"115",81,"Japan",2021,11.74,12.26,47.86,3.15,6.27,4.8,1.87,NA,0.48,NA,20.89,NA,25.23,62.36,23.99
"116",82,"South Korea",2021,43.99,53.95,14.72,26.72,13.39,16.38,2.99,NA,0.67,NA,30.51,NA,16.55,89.38,57.13
"117",90,"Turkey",2021,31.9,59.27,39.84,31.3,15.69,11.01,2.56,NA,0.49,NA,55.37,NA,11.37,75.06,66.8
"118",91,"India",2021,83.41,85.99,54.14,18.14,14.37,8.51,1.36,NA,0.75,NA,5.11,NA,1.72,87.01,89.47
"119",98,"Iran",2021,17.87,66.44,20.23,26.44,8.76,8.79,2.97,NA,0.69,NA,31.89,NA,16.62,88.72,54.31
"120",101,"Canada",2021,70.5,58.93,53.84,13.43,20.08,8.15,4.85,NA,0.65,NA,18.09,NA,25.52,NA,NA
"121",212,"Morocco",2021,64.13,61.48,35.47,43.34,6.09,4.91,NA,NA,1.07,NA,32.16,NA,8.48,79.72,85.14
"122",249,"Sudan",2021,72.13,88.12,40.49,43.66,NA,8.14,3.22,NA,0.65,NA,16.3,NA,4.34,95.39,89.39
"123",352,"Luxembourg",2021,54.07,52.91,43.04,13.17,7.25,3.58,5.22,NA,0.55,NA,27.35,NA,43.79,NA,NA
"124",353,"Ireland",2021,57.29,57.78,49.86,15.19,12.5,6.94,6.79,NA,0.83,NA,28.39,NA,21.83,83.03,67.02
"125",357,"Cyprus",2021,50.17,64.05,50.08,15.06,8.37,8.6,0.85,NA,0.57,NA,9.24,NA,16.74,75.4,81.9
"126",358,"Finland",2021,61.04,42.75,44.53,9.74,7.89,8.88,7.41,NA,0.68,NA,10.19,NA,31.61,NA,NA
"127",371,"Latvia",2021,39.64,53.33,37.33,17.94,15.13,9.91,4.67,NA,0.66,NA,28.5,NA,24.69,59.65,52.68
"128",375,"Belarus",2021,25.02,51.96,56.01,24.06,13.48,5.54,2.97,NA,0.91,NA,29.15,NA,20.27,70.84,73.25
"129",385,"Croatia",2021,58.33,71.07,45.58,21.68,12.35,4.03,7.09,NA,0.59,NA,29.87,NA,25.64,53.47,62.44
"130",386,"Slovenia",2021,51.49,58.54,42.97,15.38,6.66,8.49,7.16,NA,0.85,NA,18.48,NA,29.99,85.87,68.21
"131",421,"Slovakia",2021,33.39,41.76,46.04,5.29,6.39,6.48,0.89,NA,0.64,NA,6.17,NA,16.98,55.58,52.38
"132",502,"Guatemala",2021,69.11,76.33,41.45,44.95,NA,12.68,2.06,NA,0.73,NA,26.46,NA,5.24,79.83,94.17
"133",507,"Panama",2021,46.3,69.76,45.55,44.06,21.77,3.74,2.77,NA,0.87,NA,37.84,NA,15.7,66.39,64.16
"134",598,"Uruguay",2021,58.44,69.79,48.23,32.96,23.06,4.1,2.21,NA,0.78,NA,24.34,NA,15.11,63.32,68.96
"135",701,"Kazakhstan",2021,51.35,65.42,12.08,55.34,19.91,12.1,2.87,NA,1.15,NA,26.92,NA,12.05,91.71,90.99
"136",809,"Dominican Republic",2021,74.36,88.68,36.71,54.79,NA,3.84,4.47,NA,1.09,NA,5.63,NA,11.53,89.84,86.24
"137",966,"Saudi Arabia",2021,95.38,90.51,53.61,18.02,19.62,5.33,0.21,NA,0.95,NA,25.2,NA,3.81,96.33,96.55
"138",968,"Oman",2021,67.7,59.17,24.63,53.19,12.7,2.84,NA,NA,0.88,NA,17.74,NA,14.45,75.65,77.9
"139",971,"United Arab Emirates",2021,73.47,65.12,49.72,35.86,16.51,6.4,9.57,NA,0.41,NA,72.65,NA,23.2,79.14,74.32
"140",972,"Israel",2021,45.83,37.54,46.59,17.48,9.55,3.34,6.69,NA,0.84,NA,16.22,NA,40.41,82.65,63.33
"141",974,"Qatar",2021,73.79,70.91,38.18,50.37,15.87,6.07,6.78,NA,0.61,NA,61.67,NA,17.77,87.69,79.47
"142",1,"United States",2020,48.6,64,41.2,12.5,15.4,9.9,5.3,NA,0.8,NA,27,NA,34.3,78.3,70.3
"143",7,"Russia",2020,33.4,34.5,46.5,8.3,8.5,4.7,0.4,NA,0.7,NA,43.3,NA,17.1,72.5,75.3
"144",20,"Egypt",2020,65.7,56.1,41.6,55.7,11.3,5.2,0.3,NA,0.3,NA,32.9,NA,5.4,75.7,71.5
"145",30,"Greece",2020,27.9,53.2,53.1,11.3,8.6,14.6,2.5,NA,0.6,NA,12.7,NA,17.5,70.3,69.5
"146",31,"Netherlands",2020,48.8,43.6,38.2,13.1,11.5,7,1.7,NA,0.7,NA,13.5,NA,41.2,NA,NA
"147",34,"Spain",2020,16.5,51.9,53.6,6.8,5.2,6.7,1.3,NA,0.9,NA,8.7,NA,30.8,61.1,56.7
"148",39,"Italy",2020,62.2,60.8,28.4,4.5,1.9,2.2,1.1,NA,0.3,NA,2.3,NA,23.4,NA,NA
"149",41,"Switzerland",2020,26.7,44.5,33.4,7.3,9.2,6.7,7.3,NA,0.9,NA,9.5,NA,33.6,71.9,49.3
"150",43,"Austria",2020,31.2,53.3,36.8,4.1,6.2,7.8,7,NA,0.8,NA,0.5,NA,36.6,79.8,44.5
"151",44,"United Kingdom",2020,27.3,54.5,48.3,8.2,7.8,6.5,6.5,NA,0.7,NA,16.4,NA,26.4,77.1,69.6
"152",46,"Sweden",2020,62.5,52.1,42.8,8.3,7.3,6,6.1,NA,0.5,NA,15.7,NA,34.4,NA,NA
"153",47,"Norway",2020,57,41.6,27.4,5.6,7.6,4.1,4.9,NA,0.5,NA,28.4,NA,41.8,NA,NA
"154",48,"Poland",2020,51.6,60,41.2,4.7,3.1,12.2,1.4,NA,0.6,NA,21.6,NA,25.4,60.1,59.9
"155",49,"Germany",2020,36,47.6,31,10.7,4.8,6.2,5.9,NA,0.9,NA,24.9,NA,29.8,81.8,54.9
"156",55,"Brazil",2020,57.3,67.8,43.4,52.7,23.4,8.7,7.9,NA,0.8,NA,35.8,NA,16.1,NA,NA
"157",56,"Chile",2020,46.7,71.7,46.2,50.6,25.9,6,5.2,NA,0.7,NA,35.5,NA,19.7,NA,NA
"158",57,"Colombia",2020,47.9,64.8,39.5,33.9,NA,5.5,4.3,NA,0.9,NA,53.8,NA,15.8,58.3,53.5
"159",62,"Indonesia",2020,80.6,79,23.5,26,9.6,11.4,1.5,NA,1.1,NA,3.4,NA,3.1,80.4,72.8
"160",82,"South Korea",2020,44.6,53,13.8,25.9,13,16.1,3.2,NA,0.7,NA,30.4,NA,19.7,87.7,56.6
"161",91,"India",2020,82.5,81.7,56.8,20.3,5.3,5.9,0.3,NA,0.3,NA,16.1,NA,3.5,86.1,85.2
"162",98,"Iran",2020,13.3,64.9,17.7,23.9,8,14.5,0.8,NA,0.5,NA,16.6,NA,24.1,94.3,47.3
"163",101,"Canada",2020,49.1,55.6,52,11.1,15.6,7.3,5.6,NA,0.8,NA,16.4,NA,26.4,81.3,71.8
"164",212,"Morocco",2020,57.3,63.4,38.7,48.7,7.1,6.8,1.5,NA,0.5,NA,20,NA,8.6,74,82.9
"165",226,"Burkina Faso",2020,75.5,84.1,49.1,51.9,23,12.4,1.6,NA,0.9,NA,18.7,NA,2.5,83.8,74.7
"166",228,"Togo",2020,78.5,91.9,44.2,48.3,NA,17.8,2.7,NA,1.2,NA,15,NA,1.5,91,86.9
"167",244,"Angola",2020,75.6,82.3,34.8,83,NA,9.2,3,NA,1.1,NA,33.1,NA,4.9,84.5,74.2
"168",352,"Luxembourg",2020,41.9,45.7,42.3,11.1,8,3.6,4.5,NA,0.5,NA,34,NA,43.6,NA,NA
"169",357,"Cyprus",2020,21.1,58.1,49.1,20.5,8.5,7.3,6.4,NA,0.6,NA,32.7,NA,41,70.7,76.7
"170",371,"Latvia",2020,37.1,55.3,41.6,17.2,15.6,11.1,3.5,NA,0.6,NA,29.8,NA,21.2,61.8,56.7
"171",385,"Croatia",2020,47.2,75,52.1,24.3,12.7,4.2,7.7,NA,0.6,NA,21.5,NA,33.7,53.5,59.3
"172",386,"Slovenia",2020,42,59.4,43.8,11.9,6,7,6.5,NA,0.7,NA,24.7,NA,22.7,85.1,68.7
"173",421,"Slovakia",2020,40.9,56.4,48.7,13.8,13.8,6.5,3.4,NA,0.5,NA,28.8,NA,33.8,62.1,49.3
"174",502,"Guatemala",2020,62.6,74.4,40,49.7,NA,12.3,1.9,NA,0.8,NA,22.2,NA,6.3,78.6,94.3
"175",507,"Panama",2020,47.2,72.7,39.8,46.1,NA,4.1,4.3,NA,0.8,NA,43,NA,14.6,65.8,67
"176",598,"Uruguay",2020,47.3,65.6,48.8,33,21.9,5.1,0.3,NA,0.8,NA,21.1,NA,12.4,64.2,65.4
"177",701,"Kazakhstan",2020,44.8,63.7,17.5,59.4,20.1,4.3,1.6,NA,1.1,NA,27.3,NA,14.2,91.7,90.7
"178",886,"Taiwan",2020,39.3,44.8,42.6,15.5,8.4,11.1,2.5,NA,0.8,NA,24.3,NA,9.6,60.4,49.8
"179",965,"Kuwait",2020,62.6,63.4,47.8,57.5,19.2,5.9,6.1,NA,0.8,NA,49.2,NA,17.2,NA,NA
"180",966,"Saudi Arabia",2020,90.5,86.4,51.6,25,17.3,5.1,0.9,NA,1,NA,54.7,NA,3.9,95.1,93.7
"181",968,"Oman",2020,83.8,64.5,42.8,56.5,16,2.5,1.1,NA,1.2,NA,9.6,NA,9.5,90.2,81.3
"182",971,"United Arab Emirates",2020,62.1,54.7,47.1,29.3,15.4,2.5,1.9,NA,0.7,NA,68.7,NA,15.8,84.1,75
"183",972,"Israel",2020,25,37.7,45,19.7,8.5,4.2,6.3,NA,0.6,NA,17.2,NA,34.3,83.7,60.7
"184",974,"Qatar",2020,72.3,68.2,41.3,45.6,17.2,6.1,5.4,NA,0.7,NA,66.2,NA,15,88.3,81.3
"185",1,"United States",2019,67.24,65.51,35.1,13.68,17.42,10.59,6.47,NA,0.91,NA,32.5,NA,30.13,79.66,67.87
"186",7,"Russia",2019,29.6,35.62,45.16,9.84,9.33,5.09,0.55,NA,0.85,NA,35.8,NA,9.1,73.69,70.77
"187",20,"Egypt",2019,73.53,67.26,54.79,61.58,6.67,1.5,0.23,NA,0.44,NA,37.83,NA,2.61,86.15,79.97
"188",27,"South Africa",2019,60.41,60.35,49.79,11.9,10.77,3.51,0.37,NA,0.89,NA,30.61,NA,8.97,82.16,78.84
"189",30,"Greece",2019,49.86,51.64,40.62,12.43,8.22,14.33,1.87,NA,0.87,NA,14.75,NA,18.1,49.33,49.56
"190",31,"Netherlands",2019,64.58,41.92,27.13,9.18,10.38,10.81,5.99,NA,0.8,NA,18.53,NA,22.34,76.38,85.83
"191",34,"Spain",2019,36.13,50.82,48.21,7.41,6.15,6.31,1.73,NA,0.94,NA,8.98,NA,33.51,57.85,57.33
"192",39,"Italy",2019,45.14,48.09,27.64,5.37,2.79,4.72,0.72,NA,0.6,NA,12.03,NA,18.61,13.06,19.04
"193",41,"Switzerland",2019,40.66,49.15,23.87,10.74,9.77,11.6,5.35,NA,0.59,NA,28.33,NA,28.11,76.18,40.23
"194",44,"United Kingdom",2019,43.84,55.18,44.49,7.62,9.34,8.18,8.08,NA,0.6,NA,28.38,NA,32.83,76.67,56.38
"195",46,"Sweden",2019,79.79,50.69,42.92,10.93,8.25,4.88,5.24,NA,0.55,NA,14.9,NA,19.39,78.72,62.66
"196",47,"Norway",2019,69.49,31.52,30.24,5.74,8.36,5.61,2.64,NA,0.44,NA,22.6,NA,33.36,93.49,66.74
"197",48,"Poland",2019,87.28,50.41,45.86,6,5.39,12.76,1.68,NA,0.9,NA,26.68,NA,21.35,76.95,77.65
"198",49,"Germany",2019,52.18,45.79,29.68,9.12,7.63,5.2,6.26,NA,0.6,NA,24.32,NA,24.73,80.68,53.64
"199",52,"Mexico",2019,62.81,70.68,47.74,16.3,12.98,1.82,0.15,NA,0.91,NA,23.03,NA,5.87,67.64,68.06
"200",55,"Brazil",2019,46.37,61.99,35.57,30.17,23.3,16.16,0.62,NA,0.98,NA,8.93,NA,7.57,72.25,75.25
